original,paraphrase,category,source,similarity_score
"Dalam sebuah pernyataan, Lee mengatakan dia ""tidak lagi percaya bahwa Viacom sengaja bermaksud untuk berdagang atas nama saya ketika menamai Spike TV.""","Spike Lee tidak lagi percaya bahwa Viacom dengan sengaja bermaksud untuk berdagang atas namanya dengan menyebut usaha sendiri ""Spike TV,"" menurut sebuah pernyataan yang dibaca di pengadilan Selasa.",creative,paraphrase_detection,0.5
"Tujuh negara lain dalam inisiatif ini adalah Inggris, Jerman, Italia, Belanda, Polandia, Portugal dan Spanyol.","Negara -negara lain yang terlibat dalam PSI termasuk Jerman, Italia, Belanda, Polandia, Portugal, Spanyol dan Inggris.",creative,paraphrase_detection,0.5909090909090909
"""Tuduhan aktivitas yang tidak tepat adalah salah hari ini seperti ketika Demokrat pertama kali membuatnya,"" kata Grella.","Tuduhan aktivitas yang tidak tepat adalah salah hari ini seperti ketika Demokrat pertama kali membuatnya. """,safe,paraphrase_detection,0.85
Aspen Fire telah hangus lebih dari 12.400 hektar pada hari Senin di Gunung Lemmon tepat di utara Tucson dan lebih dari 250 rumah telah dihancurkan.,"Api sejauh ini telah menghabiskan 11.400 hektar di Gunung Lemmon di utara Tucson, dan lebih dari 250 rumah telah dihancurkan.",creative,paraphrase_detection,0.5172413793103449
"Pengadilan pada hari Senin membalikkan keputusan pengadilan itu, Pengadilan Banding Sirkuit A.S. ke -9.","Pengadilan hari ini membalikkan keputusan pengadilan itu, Pengadilan Banding Amerika Serikat untuk Sirkuit Kesembilan.",creative,paraphrase_detection,0.42857142857142855
"Pada tahun 1999, Mauritania menjadi hanya negara Liga Arab ketiga yang menjalin hubungan diplomatik penuh dengan negara Yahudi.",Ini adalah satu dari hanya tiga negara bagian di Liga Arab yang mengadakan hubungan diplomatik penuh dengan Israel.,creative,paraphrase_detection,0.35714285714285715
"Tepat di seberang sungai, St. Joseph memiliki restoran yang trendi, butik, kantor, dan tepi pantai yang indah.","Kurang dari satu mil jauhnya, melintasi sungai, St. Joseph menampilkan restoran -restoran trendi, butik, kantor, dan bagian depan pantai yang indah.",creative,paraphrase_detection,0.4642857142857143
"Komponen klien itu, Klien Manajemen Hak Microsoft Windows 1.0, adalah apa yang diposting Microsoft untuk diunduh gratis Selasa.","Microsoft merilis Windows Rights Management Client 1.0, klien perangkat lunak pertama, untuk diunduh gratis awal minggu ini.",creative,paraphrase_detection,0.3448275862068966
"Cacing menyerang komputer Windows melalui lubang di sistem operasi, masalah Microsoft pada 16 Juli telah memperingatkan tentang.","Cacing menyerang komputer Windows melalui lubang di sistem operasi, yang Microsoft memperingatkan 16 Juli.",balanced,paraphrase_detection,0.75
"Tetapi di Palestina, lingkungan pedesaannya 225 mil di sebelah barat Washington, penduduk tidak punya apa -apa selain pujian untuk Pte Lynch.","Di Palestina, lingkungan pedesaan 225 mil di sebelah barat Washington, penduduk mendapat pujian yang efusif untuk Lynch.",creative,paraphrase_detection,0.5384615384615384
"Hakim Agung Stephen Breyer, Sandra Day O'Connor dan Anthony Kennedy tidak setuju.","Hakim Agung Anthony Kennedy, Sandra Day O'Connor dan Stephen Breyer tidak setuju.",safe,paraphrase_detection,1.0
Udara yang sejuk dan lembab pindah ke Colorado Kamis pagi dan membawa curah hujan ke dua kebakaran hutan yang telah memaksa ribuan orang melarikan diri dan mengancam beberapa ratus rumah.,"Udara yang keren dan lembab pindah ke Colorado semalam, meningkatkan harapan bagi petugas pemadam kebakaran yang berjuang melawan dua kebakaran hutan yang memaksa ribuan orang melarikan diri dan mengancam ratusan rumah.",creative,paraphrase_detection,0.47368421052631576
"Wabah terbaru tampaknya telah dimulai dengan salah satu pasien wanita, transfer dari Rumah Sakit Jen Chi di Taipei.","Wabah tampaknya telah dimulai dengan salah satu teman sekamar, transfer dari Rumah Sakit Jen Chi Taipei.",balanced,paraphrase_detection,0.7272727272727273
Penghasilan kuartal kedua per saham 22 sen sedikit lebih baik daripada perkiraan analis sebesar 19 sen per saham dan lebih dari dua kali lipat prediksinya pada bulan April.,Tetapi pendapatan per saham 22 sen sedikit lebih baik daripada perkiraan analis sebesar 19 sen per saham dan lebih dari dua kali lipat apa yang diprediksi Ford pada bulan April.,balanced,paraphrase_detection,0.6774193548387096
"Laporan akhir dewan, yang diharapkan pada akhir Agustus, akan berhenti memberikan kesalahan individu atas kecelakaan Columbia yang menewaskan tujuh astronot, kata Gehman.","Laporan akhir Dewan, yang diharapkan pada akhir Agustus, akan berhenti memberikan kesalahan individu atas kecelakaan itu.",balanced,paraphrase_detection,0.6956521739130435
"Harga Treasury naik sedikit, mengirimkan hasil catatan 10 tahun turun menjadi 4,38 persen dari 4,39 persen pada Jumat.","Harga Treasury yang diperoleh untuk hari ketiga berturut-turut, mendorong hasil catatan 10 tahun turun menjadi 4,35 persen dari 4,36 persen Senin malam.",creative,paraphrase_detection,0.3939393939393939
Microsoft mengakuisisi PC virtual ketika membeli aset Connectix awal tahun ini.,"Microsoft mengakuisisi PC virtual dari pengembangnya, Connectix, awal tahun ini.",creative,paraphrase_detection,0.6
"Sebelumnya, dia memberi tahu Prancis antar-Radio, ""Saya pikir kita sekarang dapat memenuhi syarat apa yang terjadi sebagai epidemi asli.""","""Saya pikir kita sekarang dapat memenuhi syarat apa yang terjadi sebagai epidemi asli,"" kata Menteri Kesehatan Jean-Francois Mattei di Prancis Inter Radio.",creative,paraphrase_detection,0.59375
"Hines meninggal karena kanker Sabtu di Los Angeles, kata humas Allen Eichhorn pada hari Minggu.","Hines meninggal kemarin di Los Angeles of Cancer, kata humas Allen Eichorn.",creative,paraphrase_detection,0.47619047619047616
"Sutherland adalah perintis komputasi berusia 65 tahun yang ikut mendirikan Evans & Sutherland, yang membuat komputer grafis berkinerja tinggi.","Sutherland, 65, adalah salah satu pendiri Evans & Sutherland, pembuat awal komputer berkinerja tinggi.",creative,paraphrase_detection,0.4166666666666667
"Dia mengatakan tidak ada indikasi, sejauh ini, bahwa Gehring menggunakan kartunya untuk hotel, motel atau perhentian semalam lainnya.","Sejauh ini tidak ada indikasi, bahwa Gehring menggunakan kartunya di motel atau penginapan semalam, katanya.",balanced,paraphrase_detection,0.6086956521739131
"Dia mendaftarkan buku -buku lf.n Leapfrog Enterprises, Hasbro Inc. Has.n Beyblade Starter Set, dan garis boneka Bratz MGA Entertainment sebagai mainan yang mencuri pangsa pasar.","Buku LF.N Leapfrog Enterprises 'LF.N Leappad, Hasbro Inc. Has.n Beyblade Starter Set, dan Bratz Doll's Line dari MGA Entertainment semuanya mencuri pangsa pasar, katanya.",creative,paraphrase_detection,0.5555555555555556
"Amazon.com mengirimkan lebih dari satu juta salinan buku baru, menjadikan Sabtu hari distribusi terbesar dari satu item dalam sejarah e-commerce.","Amazon.com mengirimkan lebih dari satu juta kopi pada Sabtu sore, menjadikan hari Sabtu hari distribusi terbesar dari satu item dalam sejarah e-commerce.",balanced,paraphrase_detection,0.7692307692307693
Bush mengatakan bahwa dia memerintahkan Departemen Keuangan untuk membekukan aset setelah pemboman bunuh diri di Yerusalem yang menewaskan 20 orang Selasa.,"Bush mengatakan dalam sebuah pernyataan bahwa ia memerintahkan Departemen Keuangan AS untuk bertindak setelah serangan bom bunuh diri Selasa di Yerusalem, yang menewaskan 20 orang.",creative,paraphrase_detection,0.5806451612903226
Penutupan acara mempengaruhi pendapatan kuartal ketiga per saham oleh satu sen.,Perusahaan mengatakan ini berdampak pada pendapatan dengan satu sen per saham.,creative,paraphrase_detection,0.3333333333333333
"""Banyak dari ini adalah cerita yang dibuat-buat,"" kata Schwarzenegger kepada NBC Television.","""Yah, pertama -tama, banyak dari ini adalah cerita yang dibuat -buat,"" kata Mr. Schwarzenegger.",balanced,paraphrase_detection,0.6666666666666666
Korban kematian global mendekati 770 dengan lebih dari 8.300 orang sakit sejak virus SARS pertama kali muncul di Cina selatan pada bulan November.,Korban tewas global adalah 770 dengan lebih dari 8300 orang sakit sejak virus sindrom pernapasan akut parah pertama kali muncul di Cina selatan pada bulan November.,balanced,paraphrase_detection,0.625
"Kemungkinannya, katanya lebih dari seminggu yang lalu, dia akan melihat orang -orang yang tahun demi tahun memilih tempat yang sama untuk duduk.","Kemungkinannya adalah, dia akan melihat orang -orang yang tahun demi tahun memilih tempat yang sama untuk duduk.",balanced,paraphrase_detection,0.7272727272727273
"Dibandingkan dengan kuartal yang sama tahun lalu, Cisco memperoleh $ 729 juta, atau 10 sen per saham, dengan pendapatan $ 4,82 miliar.","Cisco melaporkan pendapatan $ 987 juta, atau 14 sen per saham, dengan pendapatan $ 4,62 miliar untuk kuartal yang berakhir pada bulan April.",creative,paraphrase_detection,0.46875
"Dia menambahkan: ""Dia mulai memukuli saya dengan tangan di atas kepala sampai saya berlari ke kamar lain.""","""Dia mulai mengalahkanku dengan tangannya di kepala sampai aku berlari ke kamar lain,"" kata Gest tentang satu kejadian.",creative,paraphrase_detection,0.4444444444444444
"Dalam wawancara itu, Janet Racicot mengatakan dia mendengar bunyi gedebuk dari dapur, di mana dia mendapatkan segelas air Sabtu pagi.","Janet Racicot mendengar bunyi gedebuk dari dapur, di mana dia mendapatkan segelas air, katanya dalam sebuah wawancara Selasa.",balanced,paraphrase_detection,0.7083333333333334
"Jackson, 45, membukukan ikatan $ 3 juta dan kembali ke Las Vegas, di mana ia sedang syuting video musik.","Setelah memposting jaminan $ 3 juta, Jackson terbang ke Las Vegas, di mana ia telah mengerjakan video.",creative,paraphrase_detection,0.48148148148148145
"""Kami tidak meminta maaf karena menemukan segala cara hukum untuk melindungi publik Amerika dari serangan teroris lebih lanjut,"" katanya.","""Kami tidak meminta maaf karena menemukan segala cara hukum untuk melindungi publik Amerika dari serangan teroris lebih lanjut,"" kata Barbara Comstock, juru bicara Departemen Kehakiman.",balanced,paraphrase_detection,0.7241379310344828
"Dinas Intelijen, yang dipimpin oleh kepala mata -mata Fujimori, Vladimiro Montesinos, dituduh melakukan penyiksaan, perdagangan narkoba dan penghilangan.","Kepala Dinas Intelijen di bawah Mr. Fujimori, Vladimiro Montesinos, dituduh melakukan siksaan dan penghilangan.",creative,paraphrase_detection,0.5
"Mr. Soros mencap kebijakan Mr. Snow mengubah ""kesalahan.""","Soros mengkritik pergeseran kebijakan Snow sebagai ""kesalahan"".",creative,paraphrase_detection,0.5
Rapat Komite Pasar Terbuka Federal sedang berlangsung pada hari Selasa dengan keputusan kebijakan moneter yang akan jatuh tempo pada hari Rabu.,Komite Pasar Terbuka Federal akan mengakhiri pertemuan penetapan kebijakan dua hari dan mengumumkan keputusannya pada hari Rabu.,creative,paraphrase_detection,0.37037037037037035
"Rashidi Ahmad, 33, ditemukan tewas di truk pickup setelah menabrak sebuah gedung di Lincolnshire dan Drives Williamsborough, dekat Franklin Boulevard.","Deputi Sheriff menemukan Ahmad di truknya setelah menabrak sebuah gedung di Lincolnshire dan Drives Williamsborough, tepat di selatan batas kota Sacramento di sepanjang Franklin Boulevard.",creative,paraphrase_detection,0.45161290322580644
Baik Mr Blair dan Menteri Luar Negeri Jack Straw telah membantah bahwa Inggris telah mengingkari rencana untuk melibatkan PBB dalam rekonstruksi Irak.,"Mr Blair dan Menteri Luar Negeri, Jack Straw, telah membantah klaim Ms Short bahwa Inggris telah mengingkari rencana untuk melibatkan PBB dalam rekonstruksi Irak.",safe,paraphrase_detection,0.8076923076923077
Sudah beberapa hari yang sibuk bagi guru keamanan yang ditugaskan untuk menjaga perusahaan mereka tetap aman dan sehat.,Sudah beberapa hari yang sibuk untuk guru keamanan perusahaan yang ditugaskan untuk menjaga perusahaan mereka tetap aman dan sehat.,safe,paraphrase_detection,0.9444444444444444
"Pemerintah telah memilih tiga perusahaan untuk mengembangkan rencana untuk melindungi pesawat komersial dari serangan rudal berbulu, pejabat keamanan tanah air mengumumkan Selasa.",Departemen Keamanan Dalam Negeri mengumumkan pada hari Selasa bahwa mereka telah memilih tiga perusahaan untuk melanjutkan penelitian tentang cara-cara untuk menggagalkan serangan rudal yang dipecat pada pesawat komersial AS.,creative,paraphrase_detection,0.3333333333333333
Vivendi berpendapat bahwa perjanjian itu belum disetujui oleh dewan dan bahwa hasilnya tidak pantas mengingat keadaan keuangan Vivendi ketika CEO baru Jean-Rene Fourtou mengambil alih.,Vivendi berpendapat bahwa perjanjian itu tidak disetujui oleh dewannya dan bahwa hasilnya tidak pantas mengingat keadaan keuangan Vivendi pada saat itu.,creative,paraphrase_detection,0.5172413793103449
"Dua orang Amerika tewas dalam penyergapan baru -baru ini di Afghanistan adalah karyawan kontrak CIA, kata agensi itu Selasa.","Dua operasi CIA telah tewas dalam penyergapan di Afghanistan, kata CIA kemarin.",creative,paraphrase_detection,0.4166666666666667
"Gubernur Bob Riley mengusulkan pemotongan anggaran setelah pemilih Alabama menolak rencana pajak $ 1,2 miliarnya 9 September.","Setelah pemilih Alabama menolak rencana pajaknya $ 1,2 miliar 9 September, Riley memperkirakan pemotongan signifikan dalam program negara.",creative,paraphrase_detection,0.5185185185185185
"Selama akhir pekan, NASA mendaratkan robot roda enam di Mars untuk mempelajari planet ini.","Sabtu lalu, robot roda enam yang dikembangkan oleh NASA mendarat di Mars dan mulai mengirim kembali gambar planet ini.",creative,paraphrase_detection,0.37037037037037035
"Mr Charlton berada di lorong ketiga ketika seorang pria berjas cokelat membalutnya dengan tangannya di udara, dipersenjatai dengan taruhannya.","Dia mengatakan seorang pria di baris ketujuh dalam ""setelan cokelat berlari melewati saya dengan tangan terangkat di udara"" dipersenjatai dengan taruhan tajam.",creative,paraphrase_detection,0.24242424242424243
"Pada hari Rabu, Hakim Pollack menolak kasus lain, yang ini melawan investor Merrill Lynch di Dana Teknologi Global perusahaan.","Pada hari Rabu, Hakim Pollack menolak gugatan class action yang serupa yang diajukan oleh investor yang kehilangan uang di Dana Teknologi Global Merrill.",creative,paraphrase_detection,0.5172413793103449
"Kongres dua kali melewati larangan kelahiran parsial, tetapi mantan Presiden Bill Clinton (berita - situs web), mengutip perlunya pengecualian kesehatan, memveto kedua langkah.","Kongres meloloskan ukuran dua kali dan Presiden Bill Clinton (berita - situs web), mengutip kurangnya pengecualian kesehatan, memveto.",creative,paraphrase_detection,0.5806451612903226
Pemerintah Suriah tidak mengatakan apa -apa di depan umum tentang serangan itu.,Pemerintah Suriah tidak memiliki reaksi publik terhadap bentrokan itu.,creative,paraphrase_detection,0.2777777777777778
"Hackett dan Rossignol tidak saling kenal dan Hackett tidak memiliki koneksi dengan Colby, kata Doyle.","Letnan Polisi Negara Bagian Timothy Doyle mengatakan Hackett dan Rossignol tidak saling kenal, dan bahwa Hackett tidak memiliki koneksi ke perguruan tinggi.",creative,paraphrase_detection,0.4583333333333333
"Di titik lain, Tuan Bush berkata: ""Pilihannya adalah untuk diktator, dan dia memilih dengan buruk.","""Pilihannya terserah diktator dan dia memilih dengan buruk,"" kata Bush.",creative,paraphrase_detection,0.5238095238095238
"""Mungkin ini bukan waktu termudah untuk masuk dan mengambil alih program antar -jemput, tapi sekali lagi, saya menantikan tantangannya,"" katanya.","""Mungkin ini bukan waktu termudah untuk masuk dan mengambil alih program antar -jemput, tetapi saya menantikan tantangannya,"" kata Parsons kepada wartawan di markas NASA.",balanced,paraphrase_detection,0.625
"Dua jam sebelumnya, mereka telah menemukan tubuh Melissa Rogers, 33, dari Liberty, Mo.","Tepat sebelum fajar Selasa, para pencari menemukan mayat Melissa Rogers, 33, dari Liberty, Mo.",creative,paraphrase_detection,0.4090909090909091
"Pendapatan rumah tangga rata -rata turun 1,1 persen antara tahun 2001 dan 2002 menjadi $ 42.409.",Rumah tangga rata -rata memperoleh penghasilan turun $ 500 selama periode yang sama menjadi $ 42.400.,creative,paraphrase_detection,0.3333333333333333
"Presiden Bush menyebut Blackout ""panggilan bangun"" untuk orang Amerika tentang jaringan listrik yang sudah ketinggalan zaman negara.","Presiden George Bush menyebut Blackout ""panggilan bangun"" untuk memodernisasi sistem pembagian kekuasaan bangsa.",creative,paraphrase_detection,0.36
"Eugene Uhl mengikuti ayah dan kakeknya ke militer, kata ibunya.",Dia mengatakan putranya mengikuti ayah dan kakeknya ke militer.,creative,paraphrase_detection,0.4666666666666667
"Perubahan utama, kata Jim Walton, presiden CNN, adalah perubahan mendasar dalam cara CNN mengumpulkan berita.","Perubahan utama, kata Presiden CNN Jim Walton, adalah perubahan mendasar dalam cara jaringan mengumpulkan berita.",safe,paraphrase_detection,0.9375
"Pemerintah federal bermaksud untuk memperkenalkan undang-undang akhir tahun ini yang akan melarang email komersial yang tidak diminta, Menteri Komunikasi dan Teknologi Informasi, Senator Richard Alston mengumumkan hari ini.","Australia akan memperkenalkan undang -undang akhir tahun ini untuk melarang Spam, Menteri Komunikasi, Teknologi Informasi dan Seni, Senator Richard Alston, mengumumkan hari ini.",balanced,paraphrase_detection,0.65625
Pakar hukum mengatakan kasus ini dapat menandai pertama kalinya orang tua dihukum karena berkontribusi pada bunuh diri anak.,Para ahli mengatakan kasus ini menandai salah satu pertama kalinya di mana orang tua dituduh berkontribusi pada bunuh diri anak.,creative,paraphrase_detection,0.5384615384615384
Lima anak berusia 17 tahun telah didakwa dengan perampokan dan menyamar sebagai petugas polisi.,Kelima tersangka didakwa dengan perampokan dan peniruan kriminal seorang petugas polisi.,creative,paraphrase_detection,0.35
Dokter berspekulasi bahwa estrogen melindungi terhadap kerusakan sel dan meningkatkan aliran darah.,Keyakinan mereka didasarkan pada spekulasi bahwa estrogen mencegah kerusakan sel dan meningkatkan aliran darah.,creative,paraphrase_detection,0.47368421052631576
Mereka khawatir perlakuan itu akan membuat Parker Jensen yang berusia 12 tahun steril dan menghambat pertumbuhannya.,Jensens mengatakan mereka khawatir perlakuan akan menghambat pertumbuhan Parker dan membuatnya steril.,creative,paraphrase_detection,0.42857142857142855
"Tidak ada dakwaan yang diajukan dalam kematian itu, tetapi jaksa penuntut David Lupas mengatakan pihak berwenang membuat kemajuan dalam kasus ini.","Tidak ada dakwaan yang diajukan dalam kematian itu, tetapi Jaksa Wilayah Distrik Luzerne David Lupas mengatakan pihak berwenang ""terus membuat kemajuan yang signifikan"" dalam kasus ini.",balanced,paraphrase_detection,0.75
"""Anda tahu saya selalu berusaha jujur ​​dengan Anda dan terbuka tentang hidup saya,"" kata Limbaugh, 52, saat pengakuan yang menakjubkan ditayangkan secara nasional.","""Anda tahu saya selalu berusaha jujur ​​dengan Anda dan terbuka tentang hidup saya,"" kata Limbaugh pada hari Jumat di programnya.",creative,paraphrase_detection,0.5666666666666667
"Pasukan Turki juga bisa menjadi target untuk diserang, duta besar diakui.","Pasukan Turki hampir pasti akan menjadi sasaran teroris, kata duta besar.",creative,paraphrase_detection,0.3684210526315789
"Dakwaan `` menyerang di salah satu target teratas di dunia perdagangan narkoba, '' kata pengacara A.S. Marcos Jimenez.","Dakwaan 32-hitungan yang baru tidak disegel menuduh pencucian uang dan konspirasi dan ""menyerang di salah satu target teratas di dunia perdagangan narkoba,"" kata Jiménez.",creative,paraphrase_detection,0.38235294117647056
"Microsoft mempresentasikan beberapa opsi pada pertemuan tersebut, kata konsorsium dalam pernyataan itu.","Pejabat Microsoft mempresentasikan ""beberapa opsi"" yang sedang dipertimbangkan, kata posting W3C.",creative,paraphrase_detection,0.3333333333333333
"Sekitar 25 pemerintah telah menandatangani dalam empat bulan terakhir, sekitar setengah dari mereka dalam tiga minggu terakhir.","Menurut daftar Departemen Luar Negeri, sekitar 25 negara telah menandatangani perjanjian bilateral dalam empat bulan terakhir, sekitar setengah dalam tiga minggu terakhir.",creative,paraphrase_detection,0.5416666666666666
"""Komite akan mendefinisikan peran ketua sementara dan merekomendasikan seseorang untuk mengisi peran itu,"" kata Direktur Utama H. ​​Carl McCall dalam sebuah pernyataan.","""Komite akan mendefinisikan peran ketua sementara dan merekomendasikan seseorang untuk mengisi peran itu,"" kata Carl McCall, direktur utama Dewan NYSE.",balanced,paraphrase_detection,0.7407407407407407
"Sekitar 55 anggota geng dan rekan ditangkap dalam sapuan terkoordinasi di barat pada hari Rabu, beberapa untuk tuduhan yang tidak terkait dengan perkelahian kasino.","Sekitar 57 anggota geng dan rekan ditangkap di seluruh Barat pada hari Rabu, beberapa dengan tuduhan yang tidak terkait dengan perkelahian kasino.",balanced,paraphrase_detection,0.75
Mantan Sekretaris Negara Bill Jones juga menyatakan minatnya dalam perlombaan tetapi belum mengumumkan rencana.,"Mantan Sekretaris Negara Bill Jones, kandidat utama potensial lainnya, tidak membocorkan rencananya pada hari Selasa.",creative,paraphrase_detection,0.23076923076923078
Situs Johnsons adalah www.katyjohnson .com. Maxs adalah www.tuckermax.com.,Situs Ms. Johnson adalah www.katyjohnson .com. Mr. Max adalah www.tuckermax.com.,creative,paraphrase_detection,0.5384615384615384
"Penawaran perdagangan antara produsen dan pengecer kelontong atau distributor telah lama diatur oleh kontrak rumit yang menawarkan diskon, uang untuk iklan atau pembayaran untuk ruang rak terkemuka.","Produsen dan pedagang atau distributor memiliki sejarah panjang kontrak rumit yang menawarkan diskon, uang untuk iklan atau pembayaran untuk ruang rak terkemuka.",creative,paraphrase_detection,0.5806451612903226
"Berdasarkan sejarah dan keberhasilan Winston di Charlotte, saya percaya tidak ada tempat selain Lowes Motor Speedway yang dapat melakukannya dengan adil.","""Berdasarkan sejarah dan keberhasilan Winston di Charlotte, saya percaya tidak ada tempat selain Speedway Motor Lowe yang dapat melakukannya dengan adil.""",safe,paraphrase_detection,0.88
Itu adalah pidato pertama oleh presiden AS untuk sesi bersama Kongres Filipina sejak 1960.,Presiden Bush pada hari Sabtu menjadi presiden Amerika pertama yang membahas sesi bersama Kongres Nasional Filipina sejak Dwight Eisenhower pada tahun 1960.,creative,paraphrase_detection,0.3333333333333333
Kami pikir mereka memiliki hak untuk memilih.,"""Kami pikir pelanggan PeopleSoft berhak memilih,"" kata Ellison.",creative,paraphrase_detection,0.26666666666666666
"Ditekan untuk perincian, Tuan Warner mengatakan: ""Keenam dari mereka sudah mati, kami diberitahu oleh Harold dan kelompoknya"".","""Mereka berenam sudah mati, kami diberitahu oleh Harold dan kelompoknya,"" kata Warner.",creative,paraphrase_detection,0.5652173913043478
Baik pemberontak dan pasukan pemerintah telah dituduh menjarah desa -desa di pedesaan Liberia meskipun ada perjanjian damai.,"Baik pemberontak maupun pasukan pemerintah, termasuk orang -orang setia kepada Taylor, telah dituduh menjarah desa -desa di pedesaan Liberia meskipun ada kesepakatan damai.",balanced,paraphrase_detection,0.6153846153846154
"Dia mencari cara untuk melewati tulang dengan pisau ""multitool"" yang murah, membuat lebih kusut dari upaya yang sia-sia untuk menggaruk batu.","Dia mencari cara untuk melewati tulang dengan pisau `` multi-alat ''-tipe pisau, dibuat lebih kusam dengan upaya yang sia-sia untuk membunyikan batu.",creative,paraphrase_detection,0.5161290322580645
"Remaja yang ditangkap kemarin diduga menulis varian cacing yang dikenal sebagai ""rpcsdbot.""","Varian remaja yang diduga dibuat dikenal sebagai ""rpcsdbot.""",balanced,paraphrase_detection,0.6428571428571429
"""Saya percaya itu adalah tugas saya untuk tidak hanya mewakili Australia tetapi juga orang -orang di dunia sebagai sikap terhadap terorisme,"" jawabnya.","""Saya percaya itu adalah tugas saya untuk tidak hanya mewakili Australia tetapi orang -orang di dunia sebagai orang yang mengambil sikap terhadap terorisme.""",safe,paraphrase_detection,0.8076923076923077
"Pernyataan rancangan, yang diperoleh oleh Reuters pada hari Jumat, berhenti untuk mendukung tuduhan A.S. tetapi mengatakan beberapa aspek program Iran mengangkat ""kekhawatiran serius"".","Pernyataan UE berhenti untuk mendukung tuduhan AS bahwa Teheran mencari senjata nuklir tetapi mengatakan beberapa aspek program Iran mengangkat ""kekhawatiran serius"".",creative,paraphrase_detection,0.47058823529411764
"SCO bermaksud memberi mereka pilihan untuk membantu mereka menjalankan Linux dengan cara yang sah dan dibayar penuh, katanya.","Kami bermaksud memberi mereka pilihan untuk membantu mereka menjalankan Linux dengan cara yang sah dan penuh dengan cara. """,balanced,paraphrase_detection,0.7142857142857143
Bush mengatakan Amerika Serikat sedang meninjau dokumen dan mewawancarai orang Irak dalam upaya intensif untuk mendukung klaim yang masih belum terbukti bahwa Saddam memiliki senjata terlarang.,Bush mengatakan Amerika Serikat sedang meninjau dokumen dan mewawancarai orang Irak dalam upaya untuk mendukung klaim pemerintahan yang masih belum terbukti bahwa Saddam Hussein memiliki senjata pemusnah massal.,safe,paraphrase_detection,0.8064516129032258
"Asia Selatan mengikuti, dengan 1,1 juta pemuda terinfeksi - 62 persen dari mereka perempuan.","Dari 1,1 juta yang terinfeksi di Asia Selatan, 62% adalah perempuan.",creative,paraphrase_detection,0.5
Para peneliti telah mengidentifikasi kira -kira 130 gen pada kromosom enam yang dapat mempengaruhi manusia terhadap penyakit tertentu.,Beck dan timnya telah mengidentifikasi sekitar 130 gen yang entah bagaimana menyebabkan atau mempengaruhi manusia terhadap penyakit tertentu.,creative,paraphrase_detection,0.4074074074074074
"Perdana Menteri Palestina Mahmoud Abbas mengatakan kepada TV satelit Palestina bahwa pemogokan helikopter adalah ""serangan teroris.""","Perdana Menteri Palestina Mahmoud Abbas mengecam pemogokan helikopter sebagai serangan ""kriminal dan teroris"" Israel.",creative,paraphrase_detection,0.5
"Inilah yang dikatakan Dr. Dean: ""Saya masih ingin menjadi kandidat untuk orang -orang dengan bendera Konfederasi di truk pickup mereka.","Dia mengatakan kepada The Register: ""Saya masih ingin menjadi kandidat untuk orang -orang dengan bendera Konfederasi di truk pickup mereka.""",balanced,paraphrase_detection,0.6428571428571429
Sebuah gambar putra dokter yang memegang gitar muncul di National Enquirer hanya dua minggu setelah George meninggal.,Sebuah foto putra dokter yang memegang gitar muncul di National Enquirer dua minggu setelah kematian Harrison.,balanced,paraphrase_detection,0.6666666666666666
Walikota Mike Bloomberg berbobot mantan bintang sepak bola William 'The Cultrigerator' Perry untuk Kontes Makan Hot Dog Fourth of July Nathan yang terkenal ke -88.,Mantan bintang Bears William 'The Luldrigerator' Perry berkompetisi dalam kontes makan hot dog Fourth of July Nathan yang terkenal pada hari Jumat.,creative,paraphrase_detection,0.4857142857142857
Saham telah melonjak pada hari Selasa karena laporan ekonomi menunjuk ke pasar perumahan yang berkembang dan peningkatan kepercayaan konsumen.,Wall Street menikmati reli yang besar pada hari Selasa karena laporan ekonomi menunjuk ke pasar perumahan yang berkembang dan peningkatan kepercayaan konsumen.,balanced,paraphrase_detection,0.68
Seorang pejabat senior administrasi yang memberi pengarahan kepada jurnalis pada hari Jumat mengatakan baik Bush maupun penasihat keamanan nasional Condoleezza Rice membaca perkiraan secara keseluruhan.,Pejabat administrasi senior mengatakan baik Bush maupun penasihat keamanan nasional Condoleezza Rice tidak membaca seluruh perkiraan intelijen nasional.,creative,paraphrase_detection,0.5172413793103449
"Anda harus menggali lebih dalam dan menghasilkan barang -barang melawan orang -orang yang ada di luar sana bersaing dengan Anda. """,Anda harus menggali lebih dalam dan menghasilkan barang -barang melawan orang -orang yang ada di luar sana bersaing dengan yang terbaik dari kita.,safe,paraphrase_detection,0.8260869565217391
"Perkiraan konsensus analis yang disurvei oleh Thomson First Call meminta keuntungan $ 1,70 per saham.","Analis yang disurvei oleh Reuters Research, unit Reuters Group PLC, rata -rata laba perkiraan $ 1,69 per saham.",creative,paraphrase_detection,0.4074074074074074
"Sony mengatakan PSP juga akan menampilkan layar LCD 4,5 inci, slot ekspansi memory stick.","Ini juga dilengkapi dengan layar LCD dan fasilitas ekspansi memori 4,5.",creative,paraphrase_detection,0.34782608695652173
Para seniman mengatakan rencana itu akan membahayakan budaya Prancis dan menghukum mereka yang membutuhkan bantuan paling banyak-para peserta yang mengalami kesulitan mengantre pekerjaan.,Seniman khawatir rencananya akan membahayakan mereka yang membutuhkan bantuan sebagian besar - pemain yang mengalami kesulitan mengantre.,creative,paraphrase_detection,0.41379310344827586
